Gene stable ID	Gene name	Gene description	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSG00000138134	STAMBPL1	STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]	protein_coding	10	88879734	88975153	1
ENSG00000138135	CH25H	cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]	protein_coding	10	89205629	89207314	-1
ENSG00000138138	ATAD1	ATPase family, AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]	protein_coding	10	87751512	87841343	-1
ENSG00000138160	KIF11	kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]	protein_coding	10	92593286	92655395	1
ENSG00000138161	CUZD1	CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]	protein_coding	10	122832149	122850793	-1
ENSG00000138162	TACC2	transforming acidic coiled-coil containing protein 2 [Source:HGNC Symbol;Acc:HGNC:11523]	protein_coding	10	121989174	122254545	1
ENSG00000138166	DUSP5	dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]	protein_coding	10	110497838	110511544	1
ENSG00000138172	CALHM2	calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]	protein_coding	10	103446786	103452402	-1
ENSG00000138175	ARL3	ADP ribosylation factor like GTPase 3 [Source:HGNC Symbol;Acc:HGNC:694]	protein_coding	10	102673731	102714407	-1
ENSG00000138180	CEP55	centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]	protein_coding	10	93496632	93529092	1
ENSG00000138182	KIF20B	kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]	protein_coding	10	89701610	89774939	1
ENSG00000138185	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	protein_coding	10	95711779	95869695	1
ENSG00000138190	EXOC6	exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]	protein_coding	10	92834713	93059493	1
ENSG00000138193	PLCE1	phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]	protein_coding	10	94030812	94332823	1
ENSG00000138231	DBR1	debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594]	protein_coding	3	138161012	138174949	-1
ENSG00000138246	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]	protein_coding	3	132417526	132539032	1
ENSG00000138279	ANXA7	annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]	protein_coding	10	73375101	73414076	-1
ENSG00000138286	FAM149B1	family with sequence similarity 149 member B1 [Source:HGNC Symbol;Acc:HGNC:29162]	protein_coding	10	73168166	73244504	1
ENSG00000138303	ASCC1	activating signal cointegrator 1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24268]	protein_coding	10	72096032	72217134	-1
ENSG00000138311	ZNF365	zinc finger protein 365 [Source:HGNC Symbol;Acc:HGNC:18194]	protein_coding	10	62374192	62672011	1
ENSG00000138316	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899]	protein_coding	10	70672803	70762441	1
ENSG00000138326	RPS24	ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]	protein_coding	10	78033732	78056813	1
ENSG00000138336	TET1	tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:29484]	protein_coding	10	68560656	68694482	1
ENSG00000138346	DNA2	DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939]	protein_coding	10	68414064	68472121	-1
ENSG00000138356	AOX1	aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]	protein_coding	2	200585868	200677064	1
ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]	protein_coding	2	215311817	215349773	1
ENSG00000138375	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]	protein_coding	2	216412414	216483053	1
ENSG00000138376	BARD1	BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]	protein_coding	2	214725646	214809711	-1
ENSG00000138379	MSTN	myostatin [Source:HGNC Symbol;Acc:HGNC:4223]	protein_coding	2	190055697	190062729	-1
ENSG00000138380	CARF	calcium responsive transcription factor [Source:HGNC Symbol;Acc:HGNC:14435]	protein_coding	2	202912214	202987063	1
ENSG00000138381	ASNSD1	asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]	protein_coding	2	189661385	189670831	1
ENSG00000138382	METTL5	methyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:25006]	protein_coding	2	169810081	169824931	-1
ENSG00000138385	SSB	Sjogren syndrome antigen B [Source:HGNC Symbol;Acc:HGNC:11316]	protein_coding	2	169791933	169812064	1
ENSG00000138386	NAB1	NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]	protein_coding	2	190646746	190692766	1
ENSG00000138395	CDK15	cyclin dependent kinase 15 [Source:HGNC Symbol;Acc:HGNC:14434]	protein_coding	2	201790461	201895550	1
ENSG00000138398	PPIG	peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]	protein_coding	2	169584340	169641406	1
ENSG00000138399	FASTKD1	FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]	protein_coding	2	169529749	169573875	-1
ENSG00000138400	MDH1B	malate dehydrogenase 1B [Source:HGNC Symbol;Acc:HGNC:17836]	protein_coding	2	206737763	206765547	-1
ENSG00000138411	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]	protein_coding	2	196189099	196593692	-1
ENSG00000138413	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:5382]	protein_coding	2	208236227	208266074	-1
ENSG00000138430	OLA1	Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833]	protein_coding	2	174072447	174248698	-1
ENSG00000138433	CIR1	corepressor interacting with RBPJ, 1 [Source:HGNC Symbol;Acc:HGNC:24217]	protein_coding	2	174348022	174395715	-1
ENSG00000138434	SSFA2	sperm specific antigen 2 [Source:HGNC Symbol;Acc:HGNC:11319]	protein_coding	2	181891833	181930738	1
ENSG00000138439	FAM117B	family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]	protein_coding	2	202635188	202769757	1
ENSG00000138442	WDR12	WD repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:14098]	protein_coding	2	202874782	203014798	-1
ENSG00000138443	ABI2	abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]	protein_coding	2	203328219	203447723	1
ENSG00000138448	ITGAV	integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]	protein_coding	2	186590065	186680901	1
ENSG00000138449	SLC40A1	solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]	protein_coding	2	189560579	189583758	-1
ENSG00000138459	SLC35A5	solute carrier family 35 member A5 [Source:HGNC Symbol;Acc:HGNC:20792]	protein_coding	3	112561709	112585577	1
ENSG00000138463	DIRC2	disrupted in renal carcinoma 2 [Source:HGNC Symbol;Acc:HGNC:16628]	protein_coding	3	122794795	122881139	1
ENSG00000138468	SENP7	SUMO1/sentrin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402]	protein_coding	3	101324205	101513241	-1
ENSG00000138495	COX17	COX17, cytochrome c oxidase copper chaperone [Source:HGNC Symbol;Acc:HGNC:2264]	protein_coding	3	119654513	119677454	-1
ENSG00000138496	PARP9	poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]	protein_coding	3	122527924	122564577	-1
ENSG00000138587	MNS1	meiosis specific nuclear structural 1 [Source:HGNC Symbol;Acc:HGNC:29636]	protein_coding	15	56421544	56465137	-1
ENSG00000138592	USP8	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]	protein_coding	15	50424380	50514419	1
ENSG00000138593	SECISBP2L	SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997]	protein_coding	15	48988476	49046563	-1
ENSG00000138594	TMOD3	tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]	protein_coding	15	51829628	51947295	1
ENSG00000138600	SPPL2A	signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]	protein_coding	15	50702266	50765808	-1
ENSG00000138604	GLCE	glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]	protein_coding	15	69160584	69272217	1
ENSG00000138606	SHF	Src homology 2 domain containing F [Source:HGNC Symbol;Acc:HGNC:25116]	protein_coding	15	45167214	45201175	-1
ENSG00000138613	APH1B	aph-1 homolog B, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:24080]	protein_coding	15	63276018	63309126	1
ENSG00000138614	INTS14	integrator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:25372]	protein_coding	15	65578753	65611289	-1
ENSG00000138615	CILP	cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]	protein_coding	15	65194758	65211488	-1
ENSG00000138617	PARP16	poly(ADP-ribose) polymerase family member 16 [Source:HGNC Symbol;Acc:HGNC:26040]	protein_coding	15	65234460	65300618	-1
ENSG00000138621	PPCDC	phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]	protein_coding	15	75023555	75117462	1
ENSG00000138623	SEMA7A	semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]	protein_coding	15	74409289	74433958	-1
ENSG00000138629	UBL7	ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]	protein_coding	15	74445977	74461182	-1
ENSG00000138639	ARHGAP24	Rho GTPase activating protein 24 [Source:HGNC Symbol;Acc:HGNC:25361]	protein_coding	4	85475114	86002670	1
ENSG00000138640	FAM13A	family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]	protein_coding	4	88725955	89111398	-1
ENSG00000138641	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]	protein_coding	4	88592423	88708542	1
ENSG00000138642	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072]	protein_coding	4	88378739	88443111	1
ENSG00000138646	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]	protein_coding	4	88457117	88506163	1
ENSG00000138650	PCDH10	protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]	protein_coding	4	133149315	133208606	1
ENSG00000138658	ZGRF1	zinc finger GRF-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25654]	protein_coding	4	112539333	112636995	-1
ENSG00000138660	AP1AR	adaptor related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808]	protein_coding	4	112231737	112270047	1
ENSG00000138663	COPS4	COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]	protein_coding	4	83034447	83075818	1
ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]	protein_coding	4	82352498	82374503	-1
ENSG00000138669	PRKG2	protein kinase, cGMP-dependent, type II [Source:HGNC Symbol;Acc:HGNC:9416]	protein_coding	4	81087370	81215117	-1
ENSG00000138674	SEC31A	SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]	protein_coding	4	82818661	82901166	-1
ENSG00000138675	FGF5	fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]	protein_coding	4	80266599	80336680	1
ENSG00000138678	GPAT3	glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]	protein_coding	4	83535914	83605875	1
ENSG00000138685	FGF2	fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676]	protein_coding	4	122826708	122898236	1
ENSG00000138686	BBS7	Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]	protein_coding	4	121824440	121870497	-1
ENSG00000138688	KIAA1109	KIAA1109 [Source:HGNC Symbol;Acc:HGNC:26953]	protein_coding	4	122152333	122362758	1
ENSG00000138696	BMPR1B	bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]	protein_coding	4	94757968	95158448	1
ENSG00000138698	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]	protein_coding	4	98261384	98443861	1
ENSG00000138709	LARP1B	La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]	protein_coding	4	128061268	128222931	1
ENSG00000138735	PDE5A	phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]	protein_coding	4	119494395	119628991	-1
ENSG00000138738	PRDM5	PR/SET domain 5 [Source:HGNC Symbol;Acc:HGNC:9349]	protein_coding	4	120684919	120922870	-1
ENSG00000138741	TRPC3	transient receptor potential cation channel subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:12335]	protein_coding	4	121879027	121951754	-1
ENSG00000138744	NAAA	N-acylethanolamine acid amidase [Source:HGNC Symbol;Acc:HGNC:736]	protein_coding	4	75913657	75941051	-1
ENSG00000138750	NUP54	nucleoporin 54 [Source:HGNC Symbol;Acc:HGNC:17359]	protein_coding	4	76114659	76148515	-1
ENSG00000138756	BMP2K	BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]	protein_coding	4	78776342	78916372	1
ENSG00000138757	G3BP2	G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]	protein_coding	4	75642782	75724525	-1
ENSG00000138758	SEPT11	septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]	protein_coding	4	76949703	77040384	1
ENSG00000138759	FRAS1	Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]	protein_coding	4	78057570	78544269	1
ENSG00000138760	SCARB2	scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]	protein_coding	4	76158733	76234536	-1
ENSG00000138764	CCNG2	cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]	protein_coding	4	77157151	77433388	1
ENSG00000138767	CNOT6L	CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]	protein_coding	4	77713387	77819615	-1
ENSG00000138768	USO1	USO1 vesicle transport factor [Source:HGNC Symbol;Acc:HGNC:30904]	protein_coding	4	75724593	75814286	1
ENSG00000138771	SHROOM3	shroom family member 3 [Source:HGNC Symbol;Acc:HGNC:30422]	protein_coding	4	76435100	76783253	1
ENSG00000138772	ANXA3	annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]	protein_coding	4	78551519	78610451	1
ENSG00000138777	PPA2	pyrophosphatase (inorganic) 2 [Source:HGNC Symbol;Acc:HGNC:28883]	protein_coding	4	105369077	105474081	-1
ENSG00000138778	CENPE	centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]	protein_coding	4	103105806	103198409	-1
ENSG00000138780	GSTCD	glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]	protein_coding	4	105708778	105847728	1
ENSG00000138785	INTS12	integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]	protein_coding	4	105682627	105895986	-1
ENSG00000138792	ENPEP	glutamyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:3355]	protein_coding	4	110365733	110565285	1
ENSG00000138794	CASP6	caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]	protein_coding	4	109688622	109703583	-1
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]	protein_coding	4	108047545	108168956	-1
ENSG00000138796	HADH	hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]	protein_coding	4	107989714	108035175	1
ENSG00000138801	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:8603]	protein_coding	4	107590276	107720452	-1
ENSG00000138802	SEC24B	SEC24 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10704]	protein_coding	4	109433772	109540896	1
ENSG00000138814	PPP3CA	protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]	protein_coding	4	101023409	101348278	-1
ENSG00000138821	SLC39A8	solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]	protein_coding	4	102251041	102431258	-1
ENSG00000138829	FBN2	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	protein_coding	5	128257909	128659185	-1
ENSG00000138834	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:6884]	protein_coding	16	1706183	1770317	1
ENSG00000138835	RGS3	regulator of G protein signaling 3 [Source:HGNC Symbol;Acc:HGNC:9999]	protein_coding	9	113444731	113597743	1
ENSG00000138867	GUCD1	guanylyl cyclase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14237]	protein_coding	22	24540423	24555935	-1
ENSG00000138942	RNF185	ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783]	protein_coding	22	31160183	31207019	1
ENSG00000138944	SHISAL1	shisa like 1 [Source:HGNC Symbol;Acc:HGNC:29335]	protein_coding	22	44243667	44312851	-1
ENSG00000139055	ERP27	endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495]	protein_coding	12	14914035	14939082	-1
ENSG00000139083	ETV6	ETS variant 6 [Source:HGNC Symbol;Acc:HGNC:3495]	protein_coding	12	11649854	11895402	1
ENSG00000139112	GABARAPL1	GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]	protein_coding	12	10212458	10223130	1
ENSG00000139116	KIF21A	kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]	protein_coding	12	39293228	39443390	-1
ENSG00000139117	CPNE8	copine 8 [Source:HGNC Symbol;Acc:HGNC:23498]	protein_coding	12	38646822	38907430	-1
ENSG00000139131	YARS2	tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]	protein_coding	12	32727490	32755902	-1
ENSG00000139132	FGD4	FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]	protein_coding	12	32399529	32646050	1
ENSG00000139133	ALG10	ALG10, alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]	protein_coding	12	34022281	34029694	1
ENSG00000139146	SINHCAF	SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]	protein_coding	12	31280584	31327058	-1
ENSG00000139154	AEBP2	AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]	protein_coding	12	19404045	19720801	1
ENSG00000139160	ETFBKMT	electron transfer flavoprotein beta subunit lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:28739]	protein_coding	12	31647160	31673114	1
ENSG00000139163	ETNK1	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]	protein_coding	12	22625075	22690665	1
ENSG00000139168	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]	protein_coding	12	42312078	42326118	-1
ENSG00000139173	TMEM117	transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308]	protein_coding	12	43835967	44389762	1
ENSG00000139174	PRICKLE1	prickle planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:17019]	protein_coding	12	42456757	42590355	-1
ENSG00000139178	C1RL	complement C1r subcomponent like [Source:HGNC Symbol;Acc:HGNC:21265]	protein_coding	12	7089587	7109273	-1
ENSG00000139180	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693]	protein_coding	12	4649095	4694317	1
ENSG00000139182	CLSTN3	calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]	protein_coding	12	7129698	7158945	1
ENSG00000139190	VAMP1	vesicle associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:12642]	protein_coding	12	6462237	6470987	-1
ENSG00000139192	TAPBPL	TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683]	protein_coding	12	6451690	6466517	1
ENSG00000139194	RBP5	retinol binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15847]	protein_coding	12	7123684	7128942	-1
ENSG00000139197	PEX5	peroxisomal biogenesis factor 5 [Source:HGNC Symbol;Acc:HGNC:9719]	protein_coding	12	7188685	7218574	1
ENSG00000139200	PIANP	PILR alpha associated neural protein [Source:HGNC Symbol;Acc:HGNC:25338]	protein_coding	12	6693792	6700800	-1
ENSG00000139209	SLC38A4	solute carrier family 38 member 4 [Source:HGNC Symbol;Acc:HGNC:14679]	protein_coding	12	46764761	46832408	-1
ENSG00000139211	AMIGO2	adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]	protein_coding	12	47075707	47079951	-1
ENSG00000139218	SCAF11	SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]	protein_coding	12	45919131	45992120	-1
ENSG00000139220	PPFIA2	PTPRF interacting protein alpha 2 [Source:HGNC Symbol;Acc:HGNC:9246]	protein_coding	12	81257975	81759553	-1
ENSG00000139233	LLPH	LLP homolog, long-term synaptic facilitation [Source:HGNC Symbol;Acc:HGNC:28229]	protein_coding	12	66116555	66130768	-1
ENSG00000139239	RPL14P1	ribosomal protein L14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31384]	processed_pseudogene	12	62965325	62965969	1
ENSG00000139263	LRIG3	leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]	protein_coding	12	58872149	58920522	-1
ENSG00000139266	MARCH9	membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]	protein_coding	12	57755098	57760407	1
ENSG00000139269	INHBE	inhibin beta E subunit [Source:HGNC Symbol;Acc:HGNC:24029]	protein_coding	12	57452323	57459280	1
ENSG00000139278	GLIPR1	GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]	protein_coding	12	75480680	75503853	1
ENSG00000139289	PHLDA1	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	protein_coding	12	76025447	76033932	-1
ENSG00000139291	TMEM19	transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]	protein_coding	12	71686087	71705046	1
ENSG00000139304	PTPRQ	protein tyrosine phosphatase, receptor type Q [Source:HGNC Symbol;Acc:HGNC:9679]	protein_coding	12	80402178	80680271	1
ENSG00000139318	DUSP6	dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]	protein_coding	12	89347232	89353271	-1
