Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	Gene description	Chromosome/scaffold name
ENSDARG00000115506	39105046	39111612	-1	si:dkey-122c11.8	protein_coding	si:dkey-122c11.8 [Source:ZFIN;Acc:ZDB-GENE-110913-23]	4
ENSDARG00000005314	49501171	49505449	-1	CALHM1 (1 of many)	protein_coding	si:dkeyp-80c12.5 [Source:ZFIN;Acc:ZDB-GENE-090312-195]	1
ENSDARG00000062123	16043318	16394528	-1	agap1	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:ZFIN;Acc:ZDB-GENE-130405-1]	6
ENSDARG00000030759	21861387	21881818	-1	melk	protein_coding	maternal embryonic leucine zipper kinase [Source:ZFIN;Acc:ZDB-GENE-990603-5]	1
ENSDARG00000034117	35847200	35963735	1	rarga	protein_coding	retinoic acid receptor gamma a [Source:ZFIN;Acc:ZDB-GENE-980526-531]	23
ENSDARG00000043555	16639848	16660851	1	tmem30ab	protein_coding	transmembrane protein 30Ab [Source:ZFIN;Acc:ZDB-GENE-030131-5884]	20
ENSDARG00000100157	779754	790304	1	tamm41	protein_coding	TAM41 mitochondrial translocator assembly and maintenance homolog [Source:ZFIN;Acc:ZDB-GENE-051030-99]	11
ENSDARG00000014361	12971255	12978925	-1	tmbim4	protein_coding	transmembrane BAX inhibitor motif containing 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2152]	4
ENSDARG00000062381	20541316	20560059	-1	si:ch211-238n5.4	protein_coding	si:ch211-238n5.4 [Source:ZFIN;Acc:ZDB-GENE-050419-80]	18
ENSDARG00000038133	24640946	24649894	1	zgc:113411	protein_coding	zgc:113411 [Source:ZFIN;Acc:ZDB-GENE-050417-474]	3
ENSDARG00000033742	9277299	9301208	1	nt5c1bb	protein_coding	5'-nucleotidase, cytosolic IB b [Source:ZFIN;Acc:ZDB-GENE-030131-7205]	20
ENSDARG00000078728	59748607	59757037	1	znf1068	protein_coding	zinc finger protein 1068 [Source:ZFIN;Acc:ZDB-GENE-080215-12]	4
ENSDARG00000001733	42546504	42650623	1	gulp1a	protein_coding	GULP PTB domain containing engulfment adaptor 1a [Source:ZFIN;Acc:ZDB-GENE-030616-21]	9
ENSDARG00000036965	41770842	41817784	-1	rnf24	protein_coding	ring finger protein 24 [Source:ZFIN;Acc:ZDB-GENE-041114-40]	1
ENSDARG00000070795	6944311	6955545	1	eaf1	protein_coding	ELL associated factor 1 [Source:ZFIN;Acc:ZDB-GENE-040625-109]	16
ENSDARG00000020741	10063501	10071539	-1	fga	protein_coding	fibrinogen alpha chain [Source:ZFIN;Acc:ZDB-GENE-031010-21]	1
ENSDARG00000009493	52694971	52814314	-1	MAP3K13	protein_coding	si:ch211-45c16.2 [Source:ZFIN;Acc:ZDB-GENE-081105-15]	9
ENSDARG00000087788	39158005	39186901	-1	si:ch211-22k7.9	protein_coding	si:ch211-22k7.9 [Source:ZFIN;Acc:ZDB-GENE-070424-160]	4
ENSDARG00000079716	6349892	6391271	-1	sin3aa	protein_coding	SIN3 transcription regulator family member Aa [Source:ZFIN;Acc:ZDB-GENE-070620-3]	25
ENSDARG00000097513	34035541	34050402	1	CT573383.1	transcribed_unprocessed_pseudogene	annexin A2-A-like [Source:NCBI gene;Acc:100006250]	25
ENSDARG00000042518	12464461	12654011	-1	hipk2	protein_coding	homeodomain interacting protein kinase 2 [Source:ZFIN;Acc:ZDB-GENE-031125-4]	18
ENSDARG00000077075	32575685	32594777	-1	fastk	protein_coding	Fas-activated serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-070912-680]	2
ENSDARG00000028721	2710530	2760373	1	mapk14b	protein_coding	mitogen-activated protein kinase 14b [Source:ZFIN;Acc:ZDB-GENE-021007-1]	11
ENSDARG00000068855	23809843	23826084	1	si:ch211-163l21.10	protein_coding	si:ch211-163l21.10 [Source:ZFIN;Acc:ZDB-GENE-081105-138]	8
ENSDARG00000068143	42156286	42173984	-1	slc39a6	protein_coding	solute carrier family 39 (zinc transporter), member 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3023]	2
ENSDARG00000104808	249970	294747	1	jak2a	protein_coding	Janus kinase 2a [Source:ZFIN;Acc:ZDB-GENE-980526-481]	21
ENSDARG00000103730	769623	815216	1	vgll4b	protein_coding	vestigial-like family member 4b [Source:ZFIN;Acc:ZDB-GENE-040426-2445]	11
ENSDARG00000086615	59766049	59778874	-1	CR846087.1	unprocessed_pseudogene		4
ENSDARG00000071197	8652310	8684070	1	usp40	protein_coding	ubiquitin specific peptidase 40 [Source:ZFIN;Acc:ZDB-GENE-060518-5]	6
ENSDARG00000007151	591505	605512	1	kcnk2b	protein_coding	potassium channel, subfamily K, member 2b [Source:ZFIN;Acc:ZDB-GENE-051120-69]	20
ENSDARG00000027825	21174523	21183891	1	naa50	protein_coding	N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-040801-142]	24
ENSDARG00000105424	32866748	32876280	-1	si:rp71-46j2.7	protein_coding	si:rp71-46j2.7 [Source:ZFIN;Acc:ZDB-GENE-160113-120]	14
ENSDARG00000102003	47502581	47523302	1	CU695215.2	protein_coding	formin-like [Source:NCBI gene;Acc:103909278]	19
ENSDARG00000033738	28374458	28388513	1	zgc:153867	protein_coding	zgc:153867 [Source:ZFIN;Acc:ZDB-GENE-030131-9170]	23
ENSDARG00000026224	8447565	8479171	1	fanci	protein_coding	FA complementation group I [Source:ZFIN;Acc:ZDB-GENE-030131-2905]	25
ENSDARG00000001760	16621242	16649764	-1	tnxba	protein_coding	tenascin XBa [Source:ZFIN;Acc:ZDB-GENE-070103-5]	16
ENSDARG00000030367	37941618	37955993	-1	metrn	protein_coding	meteorin, glial cell differentiation regulator [Source:ZFIN;Acc:ZDB-GENE-050102-1]	24
ENSDARG00000092006	30368731	30372243	1	CT027611.1	processed_transcript		8
ENSDARG00000088981	10637330	10641880	1	tmem220	protein_coding	transmembrane protein 220 [Source:ZFIN;Acc:ZDB-GENE-131121-194]	3
ENSDARG00000099096	37787805	37889727	-1	gabrb4	protein_coding	gamma-aminobutyric acid type A receptor beta4 subunit [Source:ZFIN;Acc:ZDB-GENE-070424-211]	21
ENSDARG00000056892	21442362	21489641	-1	mpp6a	protein_coding	membrane protein, palmitoylated 6a (MAGUK p55 subfamily member 6) [Source:ZFIN;Acc:ZDB-GENE-050506-35]	16
ENSDARG00000096311	10603405	10607376	1	si:dkey-211g8.8	protein_coding	si:dkey-211g8.8 [Source:ZFIN;Acc:ZDB-GENE-120215-226]	19
ENSDARG00000100722	27176243	27183448	1	si:ch211-160f23.7	protein_coding	si:ch211-160f23.7 [Source:ZFIN;Acc:ZDB-GENE-141216-470]	17
ENSDARG00000096473	18839856	18850799	-1	mcat	protein_coding	malonyl CoA:ACP acyltransferase (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-041111-231]	4
ENSDARG00000096544	29507647	29508473	1	CR774189.1	lincRNA		1
ENSDARG00000091083	48413946	48415396	-1	si:ch211-195j11.27	protein_coding	si:ch211-195j11.27 [Source:ZFIN;Acc:ZDB-GENE-110411-161]	2
ENSDARG00000029445	32517915	32522655	-1	zgc:56676	protein_coding	zgc:56676 [Source:ZFIN;Acc:ZDB-GENE-040426-1109]	24
ENSDARG00000077045	47523730	47527192	-1	scg5	protein_coding	secretogranin V [Source:ZFIN;Acc:ZDB-GENE-040426-1687]	19
ENSDARG00000001906	20229926	20308457	1	si:dkey-247m21.3	protein_coding	si:dkey-247m21.3 [Source:ZFIN;Acc:ZDB-GENE-091204-249]	21
ENSDARG00000102792	43099336	43108693	-1	si:ch211-106f21.1	protein_coding	si:ch211-106f21.1 [Source:ZFIN;Acc:ZDB-GENE-141216-345]	13
ENSDARG00000039522	2010277	2020044	-1	tubb2	protein_coding	tubulin, beta 2A class IIa [Source:ZFIN;Acc:ZDB-GENE-050522-384]	2
ENSDARG00000069799	29515160	29519002	1	si:dkey-228l14.1	protein_coding	si:dkey-228l14.1 [Source:ZFIN;Acc:ZDB-GENE-090312-27]	1
ENSDARG00000016613	18846624	18851365	-1	mcat	protein_coding	malonyl CoA:ACP acyltransferase (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-041111-231]	4
ENSDARG00000099695	13911950	13921173	-1	si:dkey-61n16.5	protein_coding	si:dkey-61n16.5 [Source:ZFIN;Acc:ZDB-GENE-100922-235]	3
ENSDARG00000003655	21128113	21150845	-1	tmem59l	protein_coding	transmembrane protein 59-like [Source:ZFIN;Acc:ZDB-GENE-040426-2651]	22
ENSDARG00000102051	29148714	29149228	1	mtbl	protein_coding	metallothionein-B-like [Source:ZFIN;Acc:ZDB-GENE-110414-3]	7
ENSDARG00000091832	43491635	43498996	-1	MDFIC2	protein_coding	si:dkey-58f6.2 [Source:ZFIN;Acc:ZDB-GENE-131127-585]	6
ENSDARG00000039343	5025625	5092335	-1	ahcyl2	protein_coding	adenosylhomocysteinase-like 2 [Source:ZFIN;Acc:ZDB-GENE-040115-5]	4
ENSDARG00000094988	16502780	16506795	-1	CR377211.3	lincRNA		2
ENSDARG00000063509	9719225	9732212	-1	lrrc58b	protein_coding	leucine rich repeat containing 58b [Source:ZFIN;Acc:ZDB-GENE-050309-29]	9
ENSDARG00000090734	59841099	59884702	1	si:dkey-16p6.1	protein_coding	si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]	4
ENSDARG00000040955	29011290	29012493	-1	dharma	protein_coding	dharma [Source:ZFIN;Acc:ZDB-GENE-990415-22]	15
ENSDARG00000103625	43395269	43400669	-1	CT573408.1	antisense		13
ENSDARG00000034434	15446229	15610129	1	igf1rb	protein_coding	insulin-like growth factor 1b receptor [Source:ZFIN;Acc:ZDB-GENE-020503-2]	7
ENSDARG00000099121	14915780	14924138	-1	si:dkey-6d5.1	protein_coding	si:dkey-6d5.1 [Source:ZFIN;Acc:ZDB-GENE-141216-54]	11
ENSDARG00000054252	40531123	40532157	-1	taar18d	protein_coding	trace amine associated receptor 18d [Source:ZFIN;Acc:ZDB-GENE-060413-12]	10
ENSDARG00000056986	43400443	43407199	1	dact2	protein_coding	dishevelled-binding antagonist of beta-catenin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9975]	13
ENSDARG00000031382	21596716	21618005	-1	reep2	protein_coding	receptor accessory protein 2 [Source:ZFIN;Acc:ZDB-GENE-050706-125]	14
ENSDARG00000045549	18843015	18846611	1	bik	protein_coding	BCL2 interacting killer [Source:ZFIN;Acc:ZDB-GENE-041210-181]	4
ENSDARG00000035905	48297842	48304787	1	slc25a44b	protein_coding	solute carrier family 25, member 44 b [Source:ZFIN;Acc:ZDB-GENE-050320-89]	7
ENSDARG00000015474	20229586	20270191	-1	ppp2r5ea	protein_coding	protein phosphatase 2, regulatory subunit B', epsilon isoform a [Source:ZFIN;Acc:ZDB-GENE-030904-7]	20
ENSDARG00000030448	37480669	37503009	1	sppl2	protein_coding	signal peptide peptidase-like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-4265]	2
ENSDARG00000096906	714203	721558	1	si:dkey-7i4.24	protein_coding	si:dkey-7i4.24 [Source:ZFIN;Acc:ZDB-GENE-030131-1157]	15
ENSDARG00000100723	57983841	57994891	-1	znf1097	protein_coding	zinc finger protein 1097 [Source:ZFIN;Acc:ZDB-GENE-110914-20]	4
ENSDARG00000058561	7620220	7628458	1	fbxo30a	protein_coding	F-box protein 30a [Source:ZFIN;Acc:ZDB-GENE-040426-1215]	17
ENSDARG00000077307	29827134	29858087	-1	tmem201	protein_coding	transmembrane protein 201 [Source:ZFIN;Acc:ZDB-GENE-070410-61]	23
ENSDARG00000006545	24627076	24645540	-1	rgp1	protein_coding	GP1 homolog, RAB6A GEF complex partner 1 [Source:ZFIN;Acc:ZDB-GENE-040718-352]	7
ENSDARG00000099363	2523032	2526033	1	lhb	protein_coding	luteinizing hormone, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-040806-2]	13
ENSDARG00000094587	62052538	62289065	1	si:dkey-35m8.1	protein_coding	si:dkey-35m8.1 [Source:ZFIN;Acc:ZDB-GENE-060526-296]	5
ENSDARG00000030224	49118860	49133426	-1	ppp2ca	protein_coding	protein phosphatase 2, catalytic subunit, alpha isozyme [Source:ZFIN;Acc:ZDB-GENE-050417-441]	14
ENSDARG00000098408	5589923	5603828	1	stbd1	protein_coding	starch binding domain 1 [Source:ZFIN;Acc:ZDB-GENE-120817-2]	21
ENSDARG00000026864	33294633	33309622	1	si:ch211-226m16.3	protein_coding	si:ch211-226m16.3 [Source:ZFIN;Acc:ZDB-GENE-040724-8]	23
ENSDARG00000013414	21751762	21851473	-1	lin7a	protein_coding	lin-7 homolog A (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-040426-1665]	4
ENSDARG00000058366	12033873	12040345	-1	si:dkey-222f8.3	protein_coding	si:dkey-222f8.3 [Source:ZFIN;Acc:ZDB-GENE-030131-3658]	4
ENSDARG00000101353	23584797	23591493	-1	f13b	protein_coding	coagulation factor XIII, B polypeptide [Source:ZFIN;Acc:ZDB-GENE-050208-701]	22
ENSDARG00000104697	58057168	58069084	1	si:dkey-57k17.1	protein_coding	si:dkey-57k17.1 [Source:ZFIN;Acc:ZDB-GENE-110913-105]	4
ENSDARG00000014624	48545804	48561471	-1	si:dkeyp-94g1.1	protein_coding	si:dkeyp-94g1.1 [Source:ZFIN;Acc:ZDB-GENE-030131-7910]	2
ENSDARG00000070448	11902579	11973341	-1	grk4	protein_coding	G protein-coupled receptor kinase 4 [Source:ZFIN;Acc:ZDB-GENE-060929-1198]	1
ENSDARG00000104771	4447387	4466724	1	timm44	protein_coding	translocase of inner mitochondrial membrane 44 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-030131-145]	22
ENSDARG00000074441	4576132	4586696	-1	gp1bb	protein_coding	glycoprotein Ib platelet subunit beta [Source:ZFIN;Acc:ZDB-GENE-081104-406]	8
ENSDARG00000102409	11378295	11385626	-1	CR381540.2	unprocessed_pseudogene		14
ENSDARG00000103553	18547023	18587745	-1	sf3b3	protein_coding	splicing factor 3b, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2901]	18
ENSDARG00000097710	43499071	43502279	1	BX957311.1	processed_transcript		6
ENSDARG00000013860	38577869	38582618	1	ptpmt1	protein_coding	protein tyrosine phosphatase, mitochondrial 1 [Source:ZFIN;Acc:ZDB-GENE-070112-272]	7
ENSDARG00000101511	30625386	30627293	1	CU972516.1	lincRNA		14
ENSDARG00000095508	32146708	32147630	-1	BX649622.1	lincRNA		18
ENSDARG00000067676	32358514	32457334	1	plcl1	protein_coding	phospholipase C like 1 [Source:ZFIN;Acc:ZDB-GENE-090313-194]	9
ENSDARG00000104214	11388813	11392377	-1	CR381540.3	unprocessed_pseudogene	MAP7 domain-containing protein 1-like [Source:NCBI gene;Acc:796866]	14
ENSDARG00000041375	46765733	46773258	-1	si:ch211-57i17.5	protein_coding	si:ch211-57i17.5 [Source:ZFIN;Acc:ZDB-GENE-041014-39]	20
ENSDARG00000055093	7001948	7030047	-1	cdh27	protein_coding	cadherin 27 [Source:ZFIN;Acc:ZDB-GENE-141215-13]	11
ENSDARG00000068148	29516844	29531948	-1	arrdc1a	protein_coding	arrestin domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030925-15]	5
ENSDARG00000103109	44812444	44977428	1	chl1b	protein_coding	cell adhesion molecule L1-like b [Source:ZFIN;Acc:ZDB-GENE-091105-1]	6
ENSDARG00000100857	29841211	29844314	-1	FP101914.1	sense_intronic		23
ENSDARG00000071353	46074311	46113404	-1	si:ch211-235e9.8	protein_coding	si:ch211-235e9.8 [Source:ZFIN;Acc:ZDB-GENE-141219-2]	14
ENSDARG00000006838	15850938	15878879	-1	eef1a2	protein_coding	eukaryotic translation elongation factor 1 alpha 2 [Source:ZFIN;Acc:ZDB-GENE-040718-64]	23
ENSDARG00000098862	2538636	2665113	1	plpp4	protein_coding	phospholipid phosphatase 4 [Source:ZFIN;Acc:ZDB-GENE-081107-53]	13
ENSDARG00000005154	62340799	62356975	1	aspa	protein_coding	aspartoacylase [Source:ZFIN;Acc:ZDB-GENE-080204-11]	5
ENSDARG00000011696	46790056	46817223	-1	esrrgb	protein_coding	estrogen-related receptor gamma b [Source:ZFIN;Acc:ZDB-GENE-040616-4]	20
ENSDARG00000102397	33132095	33132433	-1	CU658285.1	antisense		22
ENSDARG00000097055	59116068	59202264	1	si:ch211-284f22.3	protein_coding	si:ch211-284f22.3 [Source:ZFIN;Acc:ZDB-GENE-060526-166]	5
ENSDARG00000097964	24668528	24680965	-1	arhgef33	protein_coding	Rho guanine nucleotide exchange factor (GEF) 33 [Source:ZFIN;Acc:ZDB-GENE-131121-574]	17
ENSDARG00000016153	33131891	33194802	1	dag1	protein_coding	dystroglycan 1 [Source:ZFIN;Acc:ZDB-GENE-021223-1]	22
ENSDARG00000061472	24645186	24673416	1	gba2	protein_coding	glucosidase, beta (bile acid) 2 [Source:ZFIN;Acc:ZDB-GENE-070522-3]	7
ENSDARG00000058871	4392147	4409668	-1	si:ch73-142c19.1	protein_coding	si:ch73-142c19.1 [Source:ZFIN;Acc:ZDB-GENE-090311-15]	23
ENSDARG00000109383	40535971	40536990	-1	taar18e	protein_coding	trace amine associated receptor 18e [Source:ZFIN;Acc:ZDB-GENE-100514-8]	10
ENSDARG00000070522	29082267	29378430	1	cacna1i	protein_coding	calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:ZFIN;Acc:ZDB-GENE-060503-324]	3
ENSDARG00000105266	58240778	58285073	1	si:dkey-16p6.1	protein_coding	si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]	4
ENSDARG00000093348	40537440	40538047	-1	CR396590.4	unprocessed_pseudogene		10
ENSDARG00000042282	3429662	3486488	1	itga6a	protein_coding	integrin, alpha 6a [Source:ZFIN;Acc:ZDB-GENE-050309-23]	9
ENSDARG00000074117	29608128	29653472	-1	si:dkey-1h24.2	protein_coding	si:dkey-1h24.2 [Source:ZFIN;Acc:ZDB-GENE-060503-482]	1
ENSDARG00000094396	29030937	29035980	-1	CR848841.1	lincRNA		16
ENSDARG00000044642	24531679	24535510	-1	sc5d	protein_coding	sterol-C5-desaturase [Source:ZFIN;Acc:ZDB-GENE-040912-56]	21
ENSDARG00000042337	41515759	41518951	-1	chrac1	protein_coding	chromatin accessibility complex subunit 1 [Source:ZFIN;Acc:ZDB-GENE-050227-18]	19
ENSDARG00000075887	50639416	50691538	1	herc3	protein_coding	HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:ZFIN;Acc:ZDB-GENE-090313-139]	1
ENSDARG00000110203	40542904	40543923	-1	taar18f	protein_coding	trace amine associated receptor 18f [Source:ZFIN;Acc:ZDB-GENE-060414-21]	10
ENSDARG00000077409	19188542	19191679	1	cby1	protein_coding	chibby homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-5074]	12
ENSDARG00000089862	40912071	40956035	-1	si:dkey-16j16.4	protein_coding	si:dkey-16j16.4 [Source:ZFIN;Acc:ZDB-GENE-041111-271]	17
ENSDARG00000078644	52122663	52139696	1	theg	protein_coding	theg spermatid protein [Source:ZFIN;Acc:ZDB-GENE-070912-59]	2
ENSDARG00000061124	44826173	44847855	-1	srpra	protein_coding	SRP receptor subunit alpha [Source:ZFIN;Acc:ZDB-GENE-030219-11]	18
ENSDARG00000029997	7643531	7672760	-1	BX511121.1	transcribed_unprocessed_pseudogene		17
ENSDARG00000101260	46830828	46866934	-1	GPATCH2	protein_coding	si:ch73-21k16.4 [Source:ZFIN;Acc:ZDB-GENE-081031-96]	20
ENSDARG00000089042	34154171	34156152	-1	foxb1a	protein_coding	forkhead box B1a [Source:ZFIN;Acc:ZDB-GENE-990616-47]	25
ENSDARG00000020054	14051245	14083583	1	aox6	protein_coding	aldehyde oxidase 6 [Source:ZFIN;Acc:ZDB-GENE-050208-742]	22
ENSDARG00000071325	18786797	18824801	1	cbarpb	protein_coding	CACN subunit beta associated regulatory protein b [Source:ZFIN;Acc:ZDB-GENE-050208-507]	22
ENSDARG00000077519	37701261	37704183	1	si:dkey-6f10.4	protein_coding	si:dkey-6f10.4 [Source:ZFIN;Acc:ZDB-GENE-041210-340]	1
ENSDARG00000015449	33719415	33906488	1	fut8a	protein_coding	fucosyltransferase 8a (alpha (1,6) fucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-031118-20]	17
ENSDARG00000052567	41276307	41285392	-1	tmem35	protein_coding	transmembrane protein 35 [Source:ZFIN;Acc:ZDB-GENE-030815-1]	14
ENSDARG00000045519	25300910	25359034	1	sfmbt2	protein_coding	Scm like with four mbt domains 2 [Source:ZFIN;Acc:ZDB-GENE-041210-196]	4
ENSDARG00000042953	25515259	25522911	-1	cyp2n13	protein_coding	cytochrome P450, family 2, subfamily N, polypeptide 13 [Source:ZFIN;Acc:ZDB-GENE-041001-158]	20
ENSDARG00000060196	46950584	46959990	-1	lhpp	protein_coding	phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:ZFIN;Acc:ZDB-GENE-070615-43]	12
ENSDARG00000032242	12031958	12033866	1	tnnt2c	protein_coding	troponin T2c, cardiac [Source:ZFIN;Acc:ZDB-GENE-030520-1]	4
ENSDARG00000099543	11689691	11733948	1	CR388156.1	lincRNA		7
ENSDARG00000087793	25576809	25584888	-1	si:dkey-54n8.2	protein_coding	si:dkey-54n8.2 [Source:ZFIN;Acc:ZDB-GENE-131121-569]	15
ENSDARG00000036059	29153018	29161923	1	tmppe	protein_coding	transmembrane protein with metallophosphoesterase domain [Source:ZFIN;Acc:ZDB-GENE-061013-104]	7
ENSDARG00000115284	40548616	40549641	1	si:ch211-238p8.10	protein_coding	si:ch211-238p8.10 [Source:ZFIN;Acc:ZDB-GENE-091117-24]	10
ENSDARG00000098392	28903959	28914437	1	si:ch73-28h20.1	protein_coding	si:ch73-28h20.1 [Source:ZFIN;Acc:ZDB-GENE-141216-463]	13
ENSDARG00000103381	58272337	58298039	1	si:ch211-196f19.1	protein_coding	si:ch211-196f19.1 [Source:ZFIN;Acc:ZDB-GENE-081103-47]	4
ENSDARG00000036865	31608259	31633310	-1	slc2a12	protein_coding	solute carrier family 2 (facilitated glucose transporter), member 12 [Source:ZFIN;Acc:ZDB-GENE-040426-1513]	23
ENSDARG00000038113	43405205	43454523	-1	rprd1b	protein_coding	regulation of nuclear pre-mRNA domain containing 1B [Source:ZFIN;Acc:ZDB-GENE-030131-355]	23
ENSDARG00000029157	2499622	2584115	-1	med23	protein_coding	mediator complex subunit 23 [Source:ZFIN;Acc:ZDB-GENE-040724-82]	20
ENSDARG00000070076	5946607	5978433	-1	actr2b	protein_coding	ARP2 actin related protein 2b homolog [Source:ZFIN;Acc:ZDB-GENE-050410-4]	13
ENSDARG00000094119	59889820	59910284	1	CR846087.2	unprocessed_pseudogene		4
ENSDARG00000096310	5803245	5831413	-1	wu:fj64h06	protein_coding	wu:fj64h06 [Source:ZFIN;Acc:ZDB-GENE-030131-8286]	21
ENSDARG00000023028	9881219	9893794	1	cdv3	protein_coding	carnitine deficiency-associated gene expressed in ventricle 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6034]	24
ENSDARG00000041572	17270427	17399376	-1	zfpm1	protein_coding	zinc finger protein, FOG family member 1 [Source:ZFIN;Acc:ZDB-GENE-050419-238]	18
ENSDARG00000068279	20693724	20695903	1	si:ch211-240b21.2	protein_coding	si:ch211-240b21.2 [Source:ZFIN;Acc:ZDB-GENE-060526-125]	5
ENSDARG00000044525	997838	1018752	1	pparda	protein_coding	peroxisome proliferator-activated receptor delta a [Source:ZFIN;Acc:ZDB-GENE-990415-212]	22
ENSDARG00000097651	60036767	60041033	1	tgm8	protein_coding	transglutaminase 8 [Source:ZFIN;Acc:ZDB-GENE-120718-3]	6
ENSDARG00000105581	24628546	24631322	1	si:ch211-69e13.6	protein_coding	si:ch211-69e13.6 [Source:ZFIN;Acc:ZDB-GENE-160728-117]	7
ENSDARG00000007769	56602521	56606752	-1	sult5a1	protein_coding	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	7
ENSDARG00000007320	30177476	30182353	-1	rpl7	protein_coding	ribosomal protein L7 [Source:ZFIN;Acc:ZDB-GENE-030131-8654]	2
ENSDARG00000005098	20309085	20322816	-1	zgc:86764	protein_coding	zgc:86764 [Source:ZFIN;Acc:ZDB-GENE-040718-435]	21
ENSDARG00000096922	30171955	30194067	1	si:ch211-147k10.6	lincRNA	si:ch211-147k10.6 [Source:NCBI gene;Acc:497538]	25
ENSDARG00000054196	29163762	29176207	1	slc38a8b	protein_coding	solute carrier family 38, member 8b [Source:ZFIN;Acc:ZDB-GENE-121005-6]	7
ENSDARG00000031891	15202495	15215483	1	tbx1	protein_coding	T-box 1 [Source:ZFIN;Acc:ZDB-GENE-030805-5]	5
ENSDARG00000055162	25608778	25643226	1	zhx2a	protein_coding	zinc fingers and homeoboxes 2a [Source:ZFIN;Acc:ZDB-GENE-031107-2]	16
ENSDARG00000077228	11795683	12203961	-1	ntrk3a	protein_coding	neurotrophic tyrosine kinase, receptor, type 3a [Source:ZFIN;Acc:ZDB-GENE-010126-3]	25
